0,6661.3356343643445
1,6242.330996160665
2,5927.173222094552
3,5590.00191928152
4,5398.602914818687
5,5126.808781710273
6,4924.8302034675835
7,4817.436015638362
8,4788.760654432399
9,4706.4323573867205
